sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
nightcrypto_yara.wasm,nightcrypto_yara.wasm,element_insertion,mut5,68796,69639,6,6,6,6,6090.58,yes,yes,104.37,ok,343.52,err,yes,yes,99.64,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,export_insertion,mut6,68796,71791,6,6,6,6,6542.31,yes,yes,104.37,ok,366.31,err,yes,yes,99.62,100.0,23,122,83,83,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,data_insertion,mut7,68796,236275,6,6,6,94,7246.01,yes,yes,104.37,ok,345.9,err,yes,yes,82.17,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,data_encryption,mut8,68796,77108,6,6,6,332,6386.48,yes,yes,104.37,ok,378.4,err,yes,yes,96.18,100.0,23,23,83,85,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,offset_expansion,mut16,77572,83704,6,6,10,10,6819.98,yes,yes,105.7,ok,360.29,err,yes,yes,91.65,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
11.wasm,11.wasm,mba_transformation,mut17,103520,172188,7,7,8,8,8335.43,yes,yes,120.13,ok,452.76,err,yes,yes,68.32,100.0,5,5,95,95,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,global_insertion,mut4,68796,69748,6,6,6,6,6298.21,yes,yes,104.37,ok,364.55,err,yes,yes,99.53,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,eqz_transformation,mut15,77572,77808,6,6,10,10,7333.3,yes,yes,105.7,ok,363.89,err,yes,yes,99.75,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,shift_transformation,mut14,77572,83674,6,6,10,10,7489.82,yes,yes,105.7,ok,383.56,err,yes,yes,57.02,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
worker_profiled.wasm,worker_profiled.wasm,nop_insertion,mut9,94270,139311,2,2,6,6,28260.62,yes,yes,104.83,ok,294.86,err,yes,yes,71.11,100.0,13,13,46,46,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,import_insertion,mut1,68796,71433,6,6,6,6,6389.06,yes,yes,104.37,ok,359.71,err,yes,yes,95.95,100.0,23,23,83,182,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,eqz_transformation,mut15,68796,68920,6,6,6,6,6300.86,yes,yes,104.37,ok,340.06,err,yes,yes,99.86,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,add_sub_transformation,mut13,68796,68798,6,6,6,6,6741.96,yes,yes,104.37,ok,353.71,err,yes,yes,99.99,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,direct_to_indirect,mut12,68796,69448,6,203,6,6,6305.41,yes,yes,104.37,ok,342.13,err,yes,yes,98.96,100.0,23,23,83,280,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,function_insertion,mut2,68796,96625,6,6,6,6,6342.02,yes,yes,104.37,ok,376.18,err,yes,yes,34.29,100.0,23,23,83,183,yes,no,no,1,yes,,file_not_found
2.wasm,2.wasm,constant_value_transformation,mut19,74099,92142,3,3,6,6,7170.03,yes,yes,100.74,ok,255.16,err,yes,yes,53.12,100.0,47,8,42,42,yes,no,no,1,yes,,file_not_found
6.wasm,6.wasm,nop_insertion,mut9,77572,110709,6,6,10,10,16371.78,yes,yes,96.51,ok,313.49,err,yes,yes,75.85,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,function_body_cloning,mut3,68796,127174,6,12,6,6,6724.99,yes,yes,104.37,ok,380.92,err,yes,yes,44.26,100.0,23,23,83,150,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,offset_expansion,mut16,68796,75676,6,6,6,6,6604.58,yes,yes,104.37,ok,328.0,err,yes,yes,89.79,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,function_sig_insertion,mut0,77572,78821,6,6,10,10,6273.16,yes,yes,99.44,ok,438.87,err,yes,yes,99.45,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
6.wasm,6.wasm,constant_value_transformation,mut19,77572,102082,6,6,10,10,7253.32,yes,yes,96.51,ok,383.09,err,yes,yes,85.02,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,element_insertion,mut5,77572,78415,6,6,10,10,6263.7,yes,yes,99.44,ok,379.64,err,yes,yes,99.66,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,data_insertion,mut7,77572,157694,6,6,10,49,7341.77,yes,yes,99.44,ok,358.14,err,yes,yes,91.29,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,export_insertion,mut6,77572,80400,6,6,10,10,6996.77,yes,yes,99.44,ok,334.4,err,yes,yes,99.66,100.0,7,107,79,79,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,shift_transformation,mut14,68796,74679,6,6,6,6,7145.14,yes,yes,104.37,ok,369.89,err,yes,yes,68.01,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,mba_transformation,mut17,79883,145905,6,6,8,8,7507.94,yes,yes,103.68,ok,405.36,err,yes,yes,65.39,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
