sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
3o1u.wasm,3o1u.wasm,function_body_cloning,mut3,4757,9457,0,0,4,4,3620.02,yes,yes,32.86,ok,107.35,err,yes,yes,64.77,100.0,1,1,7,14,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,function_sig_insertion,mut0,4933,6184,0,0,4,4,3475.42,yes,yes,41.91,ok,201.69,err,yes,yes,94.48,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
5o2u.wasm,5o2u.wasm,constant_value_transformation,mut19,4863,7484,0,0,4,4,3085.26,yes,yes,37.92,ok,79.17,err,yes,yes,79.15,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,data_insertion,mut7,4933,4933,0,0,4,4,3174.88,yes,yes,41.91,ok,73.42,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,direct_to_indirect,mut12,4828,4951,0,35,4,4,3052.76,yes,yes,16.58,ok,128.11,err,yes,yes,98.38,100.0,1,1,7,42,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,export_insertion,mut6,4933,8117,0,0,4,4,2973.91,yes,yes,41.91,ok,132.87,err,yes,yes,96.25,100.0,1,101,7,7,yes,no,no,1,yes,,file_not_found
2o3u.wasm,2o3u.wasm,constant_value_transformation,mut19,4793,7398,0,0,4,4,3792.07,yes,yes,38.27,ok,80.25,err,yes,yes,79.08,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,data_encryption,mut8,4933,5236,0,0,4,4,3238.4,yes,yes,41.91,ok,142.72,err,yes,yes,97.76,100.0,1,1,7,9,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,global_insertion,mut4,4933,4933,0,0,4,4,3786.89,yes,yes,41.91,ok,38.13,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,offset_expansion,mut16,4757,5690,0,0,4,4,2582.83,yes,yes,32.86,ok,171.92,err,yes,yes,87.83,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,element_insertion,mut5,4933,5579,0,0,4,4,3497.75,yes,yes,41.91,ok,105.72,err,yes,yes,97.22,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,eqz_transformation,mut15,4933,4933,0,0,4,4,3095.29,yes,yes,41.91,ok,58.8,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
