sample,relpath,obfuscation_transformation,pipeline_depth,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
8o2u.wasm,8o2u.wasm,eqz_transformation,1,pipe15,4968,4968,0,0,4,4,2401.49,yes,yes,10.23,ok,17.29,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,constant_value_splitting,1,pipe18,4863,6813,0,0,4,4,2875.48,yes,yes,10.52,ok,151.76,ok,yes,yes,72.24,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,export_insertion,1,pipe6,4968,7928,0,0,4,4,3627.86,yes,yes,10.23,ok,38.25,ok,yes,yes,96.42,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,add_sub_transformation,1,pipe13,4933,4933,0,0,4,4,3038.03,yes,yes,9.75,ok,18.6,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,mba_transformation,1,pipe17,4968,5031,0,0,4,4,2674.88,yes,yes,10.23,ok,15.63,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,shift_transformation,1,pipe14,4968,4968,0,0,4,4,3114.73,yes,yes,10.23,ok,111.87,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,offset_expansion,1,pipe16,4933,5866,0,0,4,4,2757.16,yes,yes,9.75,ok,18.72,ok,yes,yes,88.06,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,constant_value_transformation,1,pipe19,4863,7484,0,0,4,4,2835.71,yes,yes,10.52,ok,68.45,ok,yes,yes,79.15,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,function_body_cloning,1,pipe3,4933,9804,0,0,4,4,3735.04,yes,yes,9.75,ok,39.84,ok,yes,yes,62.85,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,function_insertion,1,pipe2,4793,39524,0,0,4,4,3574.99,yes,yes,10.25,ok,133.93,ok,yes,yes,25.19,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,direct_to_indirect,1,pipe12,4968,5139,0,51,4,4,2894.01,yes,yes,10.23,ok,16.27,ok,yes,yes,98.22,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,nop_insertion,1,pipe9,4968,7441,0,0,4,4,3655.79,yes,yes,20.16,ok,69.22,ok,yes,yes,74.64,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,import_insertion,1,pipe1,4718,4718,0,0,4,4,3164.11,yes,yes,21.63,ok,45.3,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,data_encryption,1,pipe8,4718,5021,0,0,4,4,3133.96,yes,yes,21.63,ok,38.79,ok,yes,yes,97.7,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,global_insertion,1,pipe4,4718,4718,0,0,4,4,3435.22,yes,yes,21.63,ok,13.49,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,data_insertion,1,pipe7,4718,4718,0,0,4,4,3100.3,yes,yes,21.63,ok,13.17,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,constant_value_transformation,1,pipe19,4933,7570,0,0,4,4,2348.87,yes,yes,9.75,ok,22.71,ok,yes,yes,79.22,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,function_sig_insertion,1,pipe0,4718,5828,0,0,4,4,3219.89,yes,yes,21.63,ok,107.58,ok,yes,yes,94.83,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,function_body_cloning,1,pipe3,4968,9873,0,0,4,4,3606.55,yes,yes,10.23,ok,49.35,ok,yes,yes,63.9,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,element_insertion,1,pipe5,4718,5364,0,0,4,4,3367.8,yes,yes,21.63,ok,43.51,ok,yes,yes,97.15,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,nop_insertion,1,pipe9,4793,7171,0,0,4,4,3512.44,yes,yes,10.25,ok,15.45,ok,yes,yes,74.59,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,export_insertion,1,pipe6,4718,7859,0,0,4,4,3321.75,yes,yes,21.63,ok,98.59,ok,yes,yes,96.19,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,shift_transformation,1,pipe14,4718,4718,0,0,4,4,2643.96,yes,yes,21.63,ok,16.27,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,function_insertion,1,pipe2,4968,30007,0,0,4,4,3577.08,yes,yes,20.16,ok,117.12,ok,yes,yes,27.01,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,eqz_transformation,1,pipe15,4718,4718,0,0,4,4,2901.49,yes,yes,21.63,ok,55.61,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,constant_value_splitting,1,pipe18,4933,6896,0,0,4,4,2613.17,yes,yes,9.75,ok,35.11,ok,yes,yes,72.35,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,mba_transformation,1,pipe17,4718,4781,0,0,4,4,2713.36,yes,yes,21.63,ok,80.12,ok,yes,yes,99.71,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,add_sub_transformation,1,pipe13,4968,4968,0,0,4,4,2728.97,yes,yes,10.23,ok,16.35,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,function_insertion,1,pipe2,4757,53165,0,0,4,4,3409.92,yes,yes,10.32,ok,174.29,ok,yes,yes,15.89,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,direct_to_indirect,1,pipe12,4718,4805,0,23,4,4,2532.38,yes,yes,21.63,ok,38.78,ok,yes,yes,99.05,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,nop_insertion,1,pipe9,4863,7279,0,0,4,4,2957.24,yes,yes,10.52,ok,49.1,ok,yes,yes,74.6,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,offset_expansion,1,pipe16,4968,5901,0,0,4,4,2505.76,yes,yes,10.23,ok,28.5,ok,yes,yes,88.11,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,import_insertion,1,pipe1,4968,4968,0,0,4,4,3269.63,yes,yes,10.06,ok,94.67,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,global_insertion,1,pipe4,4968,4968,0,0,4,4,2874.61,yes,yes,10.06,ok,22.17,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,function_body_cloning,1,pipe3,4718,9380,0,0,4,4,2130.21,yes,yes,21.63,ok,87.23,ok,yes,yes,61.92,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,data_insertion,1,pipe7,4968,4968,0,0,4,4,2670.17,yes,yes,10.06,ok,21.39,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,function_insertion,1,pipe2,4863,42143,0,0,4,4,3341.11,yes,yes,10.52,ok,155.34,ok,yes,yes,20.75,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,element_insertion,1,pipe5,4968,5614,0,0,4,4,2962.47,yes,yes,10.06,ok,35.82,ok,yes,yes,97.23,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,export_insertion,1,pipe6,4968,7997,0,0,4,4,3089.09,yes,yes,10.06,ok,66.39,ok,yes,yes,96.39,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,data_encryption,1,pipe8,4968,5271,0,0,4,4,2889.5,yes,yes,10.06,ok,22.9,ok,yes,yes,97.77,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,function_sig_insertion,1,pipe0,4968,6180,0,0,4,4,3553.7,yes,yes,10.06,ok,49.65,ok,yes,yes,94.66,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,shift_transformation,1,pipe14,4968,4968,0,0,4,4,2823.33,yes,yes,10.06,ok,17.42,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,eqz_transformation,1,pipe15,4968,4968,0,0,4,4,2400.72,yes,yes,10.06,ok,25.64,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,mba_transformation,1,pipe17,4968,5031,0,0,4,4,2548.86,yes,yes,10.06,ok,94.94,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,add_sub_transformation,1,pipe13,4718,4718,0,0,4,4,2448.19,yes,yes,21.63,ok,31.71,ok,yes,yes,99.37,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,offset_expansion,1,pipe16,4718,5651,0,0,4,4,2377.35,yes,yes,21.63,ok,197.27,ok,yes,yes,87.78,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,nop_insertion,1,pipe9,4933,7387,0,0,4,4,3680.25,yes,yes,9.75,ok,17.63,ok,yes,yes,74.62,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,constant_value_splitting,1,pipe18,4968,6938,0,0,4,4,3564.03,yes,yes,10.23,ok,63.75,ok,yes,yes,72.36,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,constant_value_transformation,1,pipe19,4968,7613,0,0,4,4,3396.29,yes,yes,10.23,ok,50.41,ok,yes,yes,79.27,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,direct_to_indirect,1,pipe12,4968,5139,0,51,4,4,3095.32,yes,yes,10.06,ok,35.68,ok,yes,yes,98.22,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,constant_value_splitting,1,pipe18,4718,6644,0,0,4,4,2593.01,yes,yes,21.63,ok,115.14,ok,yes,yes,71.92,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,import_insertion,1,pipe1,4828,4828,0,0,4,4,3106.3,yes,yes,13.23,ok,36.97,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,global_insertion,1,pipe4,4828,4828,0,0,4,4,3083.58,yes,yes,13.23,ok,17.04,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,function_sig_insertion,1,pipe0,4828,6015,0,0,4,4,2872.9,yes,yes,13.23,ok,173.6,ok,yes,yes,94.68,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,data_insertion,1,pipe7,4828,4828,0,0,4,4,2826.51,yes,yes,13.23,ok,15.43,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,constant_value_transformation,1,pipe19,4718,7307,0,0,4,4,2684.38,yes,yes,21.63,ok,55.21,ok,yes,yes,78.99,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,element_insertion,1,pipe5,4828,5474,0,0,4,4,2887.79,yes,yes,13.23,ok,36.71,ok,yes,yes,97.18,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,function_body_cloning,1,pipe3,4968,9873,0,0,4,4,3130.92,yes,yes,10.06,ok,64.15,ok,yes,yes,65.35,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,data_encryption,1,pipe8,4828,5131,0,0,4,4,3078.96,yes,yes,13.23,ok,13.27,ok,yes,yes,97.73,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,export_insertion,1,pipe6,4828,8262,0,0,4,4,3106.92,yes,yes,13.23,ok,48.96,ok,yes,yes,96.07,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,eqz_transformation,1,pipe15,4828,4828,0,0,4,4,2500.15,yes,yes,13.23,ok,68.26,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,shift_transformation,1,pipe14,4828,4828,0,0,4,4,2394.67,yes,yes,13.23,ok,32.05,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,add_sub_transformation,1,pipe13,4968,4968,0,0,4,4,2604.91,yes,yes,10.06,ok,16.97,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,mba_transformation,1,pipe17,4828,4891,0,0,4,4,2868.14,yes,yes,13.23,ok,15.03,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,function_insertion,1,pipe2,4933,28241,0,0,4,4,3644.35,yes,yes,9.75,ok,171.1,ok,yes,yes,29.07,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,offset_expansion,1,pipe16,4968,5901,0,0,4,4,2485.68,yes,yes,10.06,ok,23.79,ok,yes,yes,88.11,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,direct_to_indirect,1,pipe12,4828,4951,0,35,4,4,2733.85,yes,yes,13.23,ok,13.94,ok,yes,yes,98.38,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,function_insertion,1,pipe2,4968,28728,0,0,4,4,3512.07,yes,yes,10.23,ok,101.83,ok,yes,yes,29.7,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,nop_insertion,1,pipe9,4968,7441,0,0,4,4,3069.55,yes,yes,10.23,ok,16.37,ok,yes,yes,74.64,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,function_body_cloning,1,pipe3,4828,9597,0,0,4,4,2798.79,yes,yes,13.23,ok,78.42,ok,yes,yes,64.7,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,import_insertion,1,pipe1,4898,4898,0,0,4,4,3018.6,yes,yes,21.25,ok,12.74,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,global_insertion,1,pipe4,4898,4898,0,0,4,4,2892.52,yes,yes,21.25,ok,14.54,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,data_insertion,1,pipe7,4898,4898,0,0,4,4,2954.38,yes,yes,21.25,ok,19.73,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,element_insertion,1,pipe5,4898,5544,0,0,4,4,3027.5,yes,yes,21.25,ok,76.48,ok,yes,yes,97.2,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,data_encryption,1,pipe8,4898,5201,0,0,4,4,2786.99,yes,yes,21.25,ok,38.32,ok,yes,yes,97.75,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,add_sub_transformation,1,pipe13,4828,4828,0,0,4,4,2584.2,yes,yes,13.23,ok,99.68,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,function_sig_insertion,1,pipe0,4898,6100,0,0,4,4,3132.75,yes,yes,21.25,ok,143.92,ok,yes,yes,94.63,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,export_insertion,1,pipe6,4898,8196,0,0,4,4,3320.19,yes,yes,21.25,ok,38.09,ok,yes,yes,96.19,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,shift_transformation,1,pipe14,4898,4898,0,0,4,4,2310.07,yes,yes,21.25,ok,80.14,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,constant_value_splitting,1,pipe18,4968,6935,0,0,4,4,2459.42,yes,yes,10.06,ok,74.72,ok,yes,yes,72.42,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,constant_value_transformation,1,pipe19,4968,7613,0,0,4,4,2910.51,yes,yes,10.06,ok,18.46,ok,yes,yes,79.27,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,eqz_transformation,1,pipe15,4898,4898,0,0,4,4,2324.31,yes,yes,21.25,ok,110.62,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,mba_transformation,1,pipe17,4898,4961,0,0,4,4,2447.86,yes,yes,21.25,ok,142.71,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,offset_expansion,1,pipe16,4828,5761,0,0,4,4,2670.13,yes,yes,13.23,ok,80.76,ok,yes,yes,87.92,100.0,yes,no,no,1,yes,,file_not_found
2o1u.wasm,2o1u.wasm,nop_insertion,1,pipe9,4718,7057,0,0,4,4,2968.87,yes,yes,21.63,ok,27.74,ok,yes,yes,74.49,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,direct_to_indirect,1,pipe12,4898,5045,0,43,4,4,2418.18,yes,yes,21.25,ok,50.16,ok,yes,yes,97.96,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,function_insertion,1,pipe2,4968,25538,0,0,4,4,3490.66,yes,yes,10.06,ok,74.7,ok,yes,yes,32.63,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,constant_value_splitting,1,pipe18,4828,6774,0,0,4,4,2732.14,yes,yes,13.23,ok,47.61,ok,yes,yes,72.16,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,import_insertion,1,pipe1,5003,5003,0,0,4,4,2940.69,yes,yes,20.36,ok,24.88,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,constant_value_transformation,1,pipe19,4828,7441,0,0,4,4,2727.89,yes,yes,13.23,ok,18.4,ok,yes,yes,79.11,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,global_insertion,1,pipe4,5003,5003,0,0,4,4,2977.18,yes,yes,20.36,ok,74.41,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,function_body_cloning,1,pipe3,4898,9735,0,0,4,4,2970.18,yes,yes,21.25,ok,118.6,ok,yes,yes,63.41,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,function_sig_insertion,1,pipe0,5003,6219,0,0,4,4,2919.86,yes,yes,20.36,ok,65.6,ok,yes,yes,94.66,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,function_insertion,1,pipe2,4898,29144,0,0,4,4,3393.39,yes,yes,21.25,ok,175.76,ok,yes,yes,34.37,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,data_insertion,1,pipe7,5003,5003,0,0,4,4,2618.74,yes,yes,20.36,ok,22.08,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,data_encryption,1,pipe8,5003,5306,0,0,4,4,2850.33,yes,yes,20.36,ok,35.61,ok,yes,yes,97.78,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,element_insertion,1,pipe5,5003,5649,0,0,4,4,2937.76,yes,yes,20.36,ok,42.02,ok,yes,yes,97.24,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,add_sub_transformation,1,pipe13,4898,4898,0,0,4,4,2650.61,yes,yes,21.25,ok,107.83,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,export_insertion,1,pipe6,5003,8189,0,0,4,4,2933.5,yes,yes,20.36,ok,36.81,ok,yes,yes,96.28,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,eqz_transformation,1,pipe15,5003,5003,0,0,4,4,2141.33,yes,yes,20.36,ok,85.91,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,offset_expansion,1,pipe16,4898,5831,0,0,4,4,2795.75,yes,yes,21.25,ok,35.21,ok,yes,yes,88.01,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,shift_transformation,1,pipe14,5003,5003,0,0,4,4,2680.76,yes,yes,20.36,ok,111.75,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
9o1u.wasm,9o1u.wasm,nop_insertion,1,pipe9,4968,7441,0,0,4,4,3360.14,yes,yes,10.06,ok,72.5,ok,yes,yes,74.64,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,mba_transformation,1,pipe17,5003,5066,0,0,4,4,2955.55,yes,yes,20.36,ok,39.35,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,direct_to_indirect,1,pipe12,5003,5186,0,55,4,4,2565.83,yes,yes,20.36,ok,65.54,ok,yes,yes,98.1,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,import_insertion,1,pipe1,4898,4898,0,0,4,4,2528.74,yes,yes,11.14,ok,15.82,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,constant_value_splitting,1,pipe18,4898,6856,0,0,4,4,2693.86,yes,yes,21.25,ok,135.87,ok,yes,yes,72.34,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,data_insertion,1,pipe7,4898,4898,0,0,4,4,2434.61,yes,yes,11.14,ok,22.24,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,global_insertion,1,pipe4,4898,4898,0,0,4,4,2635.41,yes,yes,11.14,ok,15.96,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,constant_value_transformation,1,pipe19,4898,7527,0,0,4,4,2992.24,yes,yes,21.25,ok,71.66,ok,yes,yes,79.19,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,function_sig_insertion,1,pipe0,4898,6125,0,0,4,4,3152.55,yes,yes,11.14,ok,68.13,ok,yes,yes,94.55,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,export_insertion,1,pipe6,4898,8256,0,0,4,4,2470.02,yes,yes,11.14,ok,41.01,ok,yes,yes,96.11,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,element_insertion,1,pipe5,4898,5544,0,0,4,4,2723.16,yes,yes,11.14,ok,87.78,ok,yes,yes,97.2,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,function_body_cloning,1,pipe3,5003,9942,0,0,4,4,2978.58,yes,yes,20.36,ok,74.35,ok,yes,yes,62.37,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,nop_insertion,1,pipe9,4828,7225,0,0,4,4,3148.05,yes,yes,13.23,ok,18.13,ok,yes,yes,74.59,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,data_encryption,1,pipe8,4898,5201,0,0,4,4,2697.18,yes,yes,11.14,ok,93.56,ok,yes,yes,97.75,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,add_sub_transformation,1,pipe13,5003,5003,0,0,4,4,2580.45,yes,yes,20.36,ok,114.3,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,eqz_transformation,1,pipe15,4898,4898,0,0,4,4,2338.56,yes,yes,11.14,ok,14.97,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,shift_transformation,1,pipe14,4898,4898,0,0,4,4,3010.1,yes,yes,11.14,ok,16.34,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,direct_to_indirect,1,pipe12,4898,5045,0,43,4,4,2736.16,yes,yes,11.14,ok,31.95,ok,yes,yes,97.96,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,mba_transformation,1,pipe17,4898,4961,0,0,4,4,2719.33,yes,yes,11.14,ok,15.35,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,offset_expansion,1,pipe16,5003,5936,0,0,4,4,2915.23,yes,yes,20.36,ok,58.44,ok,yes,yes,88.16,100.0,yes,no,no,1,yes,,file_not_found
4o2u.wasm,4o2u.wasm,function_insertion,1,pipe2,4828,28450,0,0,4,4,3030.45,yes,yes,13.23,ok,126.85,ok,yes,yes,26.8,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,function_body_cloning,1,pipe3,4898,9735,0,0,4,4,2850.49,yes,yes,11.14,ok,41.63,ok,yes,yes,61.91,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,import_insertion,1,pipe1,4793,4793,0,0,4,4,2807.13,yes,yes,10.47,ok,13.29,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,function_sig_insertion,1,pipe0,4793,5989,0,0,4,4,2423.94,yes,yes,10.47,ok,44.2,ok,yes,yes,94.58,100.0,yes,no,no,1,yes,,file_not_found
5o3u.wasm,5o3u.wasm,nop_insertion,1,pipe9,4898,7333,0,0,4,4,3071.41,yes,yes,21.25,ok,35.94,ok,yes,yes,74.61,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,function_insertion,1,pipe2,4898,30028,0,0,4,4,3089.92,yes,yes,11.14,ok,96.84,ok,yes,yes,33.15,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,constant_value_splitting,1,pipe18,5003,6979,0,0,4,4,2760.88,yes,yes,20.36,ok,91.42,ok,yes,yes,72.45,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,data_insertion,1,pipe7,4793,4793,0,0,4,4,2850.61,yes,yes,10.47,ok,32.14,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,global_insertion,1,pipe4,4793,4793,0,0,4,4,2774.87,yes,yes,10.47,ok,28.81,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,data_encryption,1,pipe8,4793,5096,0,0,4,4,2360.07,yes,yes,10.47,ok,36.3,ok,yes,yes,97.72,100.0,yes,no,no,1,yes,,file_not_found
